年份,森林覆蓋損失（公頃）,所有氣體的總碳排放量（以CO₂當量計算，公噸）,因火災導致的樹木覆蓋損失（公頃）
2006,103.7089366,34813.52463,0
2006,0.625885313,161.508823,0
2006,127464.1415,65259063.45,3202.70243
2006,175.546174,70549.52136,16.32120557
2006,13249.21445,4082653.978,9625.2372
2006,172223.8975,58554911.14,1257.560211
2006,12.61260458,7062.976909,0.516281624
2006,91.17823278,42083.00001,1.266407094
2006,142.4874223,63748.35276,0
2006,5563.048996,2362734.506,49.63250547
2006,333901.3949,208155635.1,4365.753122
2006,41.58675274,20910.54796,0.075062908
2006,17.04099672,3632.638314,0.943851179
2006,2134.532561,989546.7278,1147.140146
2006,26167.55795,9871983.326,82.07366609
2006,38875.4582,20024708.49,779.6126246
2006,1482.347281,570473.5039,88.1727627
2006,40648.51286,9023482.839,2830.652797
2006,3255.010029,1750734.814,581.2213846
2006,61671.65711,30438876.72,1486.325251
2006,1345.32011,356812.3475,852.9352341
2006,34322.71157,17697014.38,851.8103887
2006,88915.88444,56425577.9,7852.552044
2006,57428.52505,31644860.08,665.5223611
2006,34.86713969,27232.84522,1.678817856
2006,56388.4053,40866483.99,1619.331096
2006,37680.33709,12239386.22,241.9810949
2006,1242.998386,588878.0015,9.955937039
2006,12580.25143,3472397.987,2282.958666
2006,42566.30062,12529730.39,12380.52751
2006,148256.361,36030175.29,6323.820186
2006,0.723415528,133.7256075,0.329098492
2006,628.8964876,323574.1077,0
2006,13066.51923,5752968.016,93.24492609
2006,2233420.255,376658590.1,1347824.646
2006,745.5328997,331461.8208,0.307502974
2006,4.150664514,1345.225732,0
2006,41.24825585,18166.1229,0.225373433
2006,56.06806504,22777.28629,0.076912169
2006,5068.41964,3801894.328,79.72831651
2006,28525.9284,11782387.31,9.591956338
2006,4604.314795,1820924.328,150.5522894
2006,118.5166969,24795.32695,4.62685276
2006,1891.223049,822779.9545,28.08141774
2006,8963.298123,2265838.372,40.2805741
2006,3404.350216,2398167.025,259.5164615
2006,8022.866911,3591069.482,29.0228048
2006,1246.118948,571955.8262,25.11171879
2006,249126.0801,54032826.19,3836.959807
2006,9431.399995,6055499.768,60.01121117
2006,2.270716446,523.8958273,0
2006,0.151818217,0,0
2006,280.7515573,63460.75167,156.2499
2006,4.577945866,976.7008026,0.357705247
2006,2981.897009,832183.8877,1.143237277
2006,1687.80643,511731.4479,1.144831919
2006,99820.57963,52141287.13,751.540411
2006,19.43307664,4599.080972,7.399181399
2006,13.62915283,3731.81487,1.106451602
2006,2929.092199,1636021.798,228.856062
2006,1755.825236,853693.1337,39.6887881
2006,353.7352516,95128.46261,78.96480836
2006,25884.82381,6238892.987,4474.855392
2006,2076.722502,1129360.45,40.99865984
2006,85295.84419,26036056.87,428.0946221
2006,28448.19803,11482528.76,5.918733391
2006,42130.10873,14252223.65,1951.700679
2006,0.073094775,0,0
2006,21029.2794,7432607.713,463.6140617
2006,2605855.554,853694484,812376.1243
2006,53.07967529,12764.02903,10.61251053
2006,10.49410676,5569.202881,0
2006,85490.75854,34640059.16,3975.372684
2006,2.777119089,1200.758326,0.219203205
2006,73.8059374,29559.81284,0.950835707
2006,78777.19253,43546410.85,1248.964062
2006,219.1213868,123063.6393,12.57696257
2006,2.097757331,587.8537079,0
2006,8.970921929,833.9106515,0.599829059
2006,519.9870445,230774.0394,26.2807597
2006,15.89387124,4494.444547,1.008745515
2006,104943.2707,62208041.31,8298.608378
2006,40500.9012,14028846.7,528.5993566
2006,14883.27679,7070110.639,168.6910909
2007,252.841662,40226.89353,216.4795355
2007,145286.7126,47912640.77,375.1803298
2007,8.63554887,1728.755121,0.219559193
2007,247.9460723,54227.44418,6.96421264
2007,5225.026688,1590582.812,3425.856771
2007,2.169059292,961.3300238,0.057119216
2007,425345.2678,87351120.89,20940.64124
2007,54.53641566,16856.84055,9.893348582
2007,37.15782874,11234.60376,3.013975663
2007,372716.7841,77834935.59,232267.242
2007,31669.68993,15463828.77,194.91485
2007,507.5572253,134695.1179,59.94210794
2007,1861.686871,677899.9817,0.153675616
2007,5985.142534,3040424.389,41.85339556
2007,4659.699062,1466717.9,6.340501993
2007,0.660916714,113.6359899,0
2007,2.868084606,8535.997586,0
2007,3995.102624,1944395.02,74.27031262
2007,9557.281925,3331912.009,1886.530056
2007,604.8076716,163690.2671,86.42849504
2007,2681.522459,803633.3933,1223.508989
2007,32656.75023,10293086.13,535.3137261
2007,12263.6032,5729314.123,2277.371247
2007,189952.9201,91724048.87,18027.3116
2007,2621820.178,1273474115,221978.0217
2007,31.6282371,10827.47747,0.149942841
2007,1564.832815,898606.8293,83.8925956
2007,508.2207291,284527.9619,67.42624568
2007,33.55963859,6469.427312,1.630040238
2007,37308.15626,17705480.05,427.7169467
2007,2117900.17,759688267.8,1048606.161
2007,1852.248352,938696.5882,22.1736008
2007,121652.3289,44405403.34,7659.408577
2007,652978.7122,296248298,54485.89761
2007,90864.76358,37422155.88,259.5625116
2007,45916.05231,24316670.81,55.08878942
2007,462903.2876,264822731.5,4049.085006
2007,29764.68795,15788171.1,495.4852676
2007,269029.2864,143760888.9,14899.33063
2007,77.72839325,39225.2764,0.678055369
2007,0.591771181,0,0.14738544
2007,11447.87329,5833947.299,428.2031022
2007,7873.760798,2578071.521,1449.232576
2007,4.21289018,1093.923512,0.150508855
2007,17.86412731,5151.924572,0.726413234
2007,778.2392784,134160.0321,522.4215149
2007,21325.09484,9838487.312,41.36777524
2007,93223.62502,46764588.52,995.9606859
2007,40.30000141,23153.41004,0.890629279
2007,4381.407304,1280880.389,29.70499383
2007,16059.06186,6607384.564,1020.612882
2007,5201.556583,1387189.386,3389.609678
2007,60539.50437,34000860.16,2444.715879
2007,78.27013989,32191.16969,23.06054769
2007,60256.31685,21818888.94,7030.036657
2007,16188.59507,4228927.339,226.6264689
2007,25608.57311,12505743.69,28.11934244
2007,151914.8779,31848292.65,1648.702694
2007,2148.467098,1125122.72,77.57006966
2007,49246.17317,22115235.3,1193.650199
2007,16501.47575,9625710.854,75.2114697
2007,31222.41959,12339982.25,2359.429229
2007,992.4460001,337217.3192,266.7399026
2007,40172.37056,17979066.24,37.25844349
2007,33821.27135,12994003.68,77.42077677
2007,158.3031189,64313.68482,1.108992821
2007,49.60546798,13238.35897,0
2007,6044.027621,2029689.863,5.427602969
2007,3141.527252,1803583.608,8.074734799
2007,46061.55696,7085924.316,37270.79763
2007,67.81289337,37635.93625,0.301169505
2007,126556.7246,56331300.65,11048.88019
2007,3328.108834,2477262.963,223.7398449
2007,5249.63206,3385543.473,338.5979034
2007,29.58773664,5789.032263,2.066582012
2007,42412.38496,19352460.11,2372.302426
2007,3237.112404,1298785.771,368.9340263
2007,2077.211676,823630.446,77.15547821
2007,9361.071277,3540420.001,146.2885261
2007,1387625.292,1146572732,216277.4155
2007,30.38838462,8678.190182,8.409990215
2007,73906.51986,36588049.85,2396.731083
2007,11681.90158,5441013.602,1141.10603
2007,131.0592763,31573.91464,17.1900332
2007,10.32854486,3506.053546,1.304578155
2007,47.96047012,11755.39698,3.202494024
2007,11590.05571,3339390.36,1875.169408
2007,1269.915259,631023.7858,18.95178884
2007,0.391925697,51.26170449,0.3264935
2007,45585.77816,19114100.65,851.0268032
2007,4605.437639,1080246.636,1658.313002
2007,26102.96008,12881756.57,109.7382524
2007,107.4293335,21454.48821,61.03278555
2007,77676.05563,42099907.5,1276.418578
2007,12.28689485,5889.404018,0.147173114
2007,8096.166335,2310940.962,1282.066308
2007,132995.1258,68827152.32,423.3027363
2007,273.0303215,73716.79813,102.3479004
2007,44282.08228,21961525.92,182.0828547
2007,4.290915298,928.9480526,1.365211397
2007,48.575696,25131.64319,2.690563941
2007,8.433932017,4494.897922,0
2007,10241.81996,3492067.163,139.7985701
2007,3.018690577,962.4221362,0
2007,16036.74941,4855237.165,112.6214942
2007,502.2325747,264115.7287,0.249439591
2007,36128.7537,10459119.24,267.3872954
2007,4.42678234,0,0.285580101
2007,2.709545012,812.3257088,0
2007,2513.070495,737959.6466,718.3060587
2007,236.2628222,67196.29958,17.1797044
2007,188580.0889,88456635.48,6977.873319
2007,6.1934676,216.2025703,0
2007,218600.7542,80504772.69,17114.75958
2007,3862.343733,1114122.577,1772.910974
2007,125.0852239,42168.39349,0.521717538
2007,0.813837645,219.7229988,0
2007,146598.3183,76993264.16,2740.355126
2007,1051.424389,347687.0598,451.9585686
2007,48081.70457,6709994.652,46149.93093
2007,138492.6066,45540063.24,1047.256766
2007,10.47386603,5888.280522,3.17163482
2007,155.675143,77866.92567,1.48998073
2007,131.7104811,60619.53409,0
2007,7494.461042,3057935.813,26.59190783
2007,405158.5125,269458871,6585.127325
2007,20.04483602,10500.73412,0.075098984
2007,80.07489582,14289.6139,0.215377622
2007,975.1134733,439317.2432,293.0387736
2007,0.075170936,16.66103179,0
2007,24572.53018,9787420.456,81.25862354
2007,88499.9115,47637363.78,1652.025577
2007,1646.094035,665638.5662,23.86096613
2007,31841.16195,7340599.559,795.7813254
2007,3465.502269,1912992.204,436.1925701
2007,62642.62341,31049610.96,1983.259597
2007,1123.463104,278959.5044,741.1292946
2007,20644.52749,10803468.83,1001.581307
2007,115742.7787,72346602.99,5816.681298
2007,66498.02542,36754352.06,847.3798829
2007,90.63736882,68048.81396,6.484627349
2007,49173.00346,36651881.71,1864.846761
2007,57310.99658,19634543.82,246.5069663
2007,1037.451056,485318.917,16.03200981
2007,13289.30116,3449164.431,3389.457947
2007,36321.93875,12085897.84,3344.768223
2007,426216.1302,102202620.5,24291.04969
2007,1.179882171,320.0488925,0
2007,38081.9261,16541809.96,1158.09115
2007,2338922.622,431179049.1,1324476.866
2007,1429.976725,642530.335,0.23069119
2007,184.9207849,51006.53046,0.901990394
2007,172.3213261,66627.84573,0.525823473
2007,74.44906843,26197.03836,0.769119349
2007,5665.31338,4267728.156,67.32768347
2007,21878.47753,9495197.718,89.97634336
2007,2984.158948,1258965.77,123.6639177
2007,0.947952559,207.7334125,0.055733552
2007,270.5877625,55073.26392,9.910477631
2007,0.10590869,0,0
2007,2254.056465,896843.4188,459.6613197
2007,9523.609931,2631265.181,47.23225961
2007,3625.827878,2578618.231,225.6017886
2007,9485.823045,4427004.961,62.1124468
2007,2106.658484,970111.245,141.306477
2007,182858.0368,41030508.68,1941.505857
2007,6469.371087,4605563.581,56.60750609
2007,5.420395278,1239.007142,0.146501805
2007,1577.236882,313275.4546,1159.351954
2007,73.5404756,16365.3114,7.581644501
2007,1001.077371,273213.2981,0.983105238
2007,3187.393568,1106850.343,0.990470287
2007,92628.55864,48771115.15,1010.892282
2007,14.0399934,3633.069824,3.100201958
2007,37.80768805,9310.650231,5.850188787
2007,1555.901781,865587.4044,108.0684214
2007,1108.586612,572010.7649,32.45331598
2007,878.4803312,227531.0616,286.0824281
2007,25344.1462,6442110.417,4472.58898
2007,1729.670144,925609.2143,43.05619908
2007,121685.2129,39840063.2,429.5579178
2007,36627.18579,16698134.36,19.06132981
2007,64266.43965,24478860.64,1682.01609
2007,21529.69942,8235645.737,516.9577067
2007,2435127.98,858433984.9,581029.8731
2007,43.11389129,10964.39646,5.438984737
2007,23.15694366,12811.63423,0.599767487
2007,114346.9797,49843838.17,10226.25445
2007,6.138666342,2431.046778,0.438505988
2007,25.06351793,10271.04866,0.219387757
2007,80225.30123,45254789.22,1273.83402
2007,111.8981949,63528.13889,5.436206294
2007,3.367707529,965.9032895,0
2007,17.06551944,757.5969274,1.903835516
2007,811.0238212,283266.1206,380.6361357
2007,12.67776585,3461.337818,1.260490549
2007,47105.15704,26666269.42,2915.697862
2007,53654.07997,17959221.03,30.08453895
2007,9299.785557,3674318.148,73.54468527
2008,107.4062482,18666.37258,85.46602619
2008,103582.0364,30940896.11,1000.636552
2008,10.39065127,2249.441152,0.073160976
2008,1291.947955,292488.8924,28.16336509
2008,5471.318404,1794659.155,3225.340353
2008,5.247863487,2693.479303,0.057043467
2008,592753.2272,133862735,29770.29854
2008,113.0315331,34965.34791,5.972441777
2008,45.69564378,15235.91192,1.10286967
2008,205724.854,49565873.71,105540.5962
2008,26895.74319,13380064.6,406.5130219
2008,472.3169241,131248.8454,39.02922977
2008,1999.445333,707053.3096,0.153546975
2008,7213.544886,3648953.385,63.94062861
2008,481.5517399,152420.1487,0.458693605
2008,0.590921557,64.88589762,0.150452082
2008,4.757499022,19817.35306,0
2008,4480.089873,2192448.292,74.17304434
2008,6448.134767,2449053.694,457.5549234
2008,1949.235761,562349.565,392.0243888
2008,1551.788318,627942.2863,235.8975554
2008,0.146610286,44.27498352,0
2008,35896.4819,11585257.97,518.2918519
2008,8216.09473,3787919.836,588.3035193
2008,0.195896768,69.36574618,0
2008,369850.5606,157472263.1,31351.85674
2008,2444308.038,1237236226,167146.384
2008,13.71672659,4965.668664,0
2008,1299.95055,862306.0615,61.11484843
2008,775.3336951,419361.8745,124.9455858
2008,26.06325586,4953.031141,1.139182851
2008,31859.75234,13195277.56,71.12855025
2008,1949007.837,709209369.9,1064678.705
2008,2419.26864,1221587.189,29.22649991
2008,123068.3134,46625177.99,15431.14648
2008,738031.2919,336626586.2,71865.22156
2008,127554.8331,55292045.73,91.29056076
2008,35141.59928,19049981.91,70.31276184
2008,404830.7294,229700281.4,1688.044817
2008,17374.33581,8752137.054,120.7831615
2008,231849.4997,126163954.8,10650.22772
2008,34.95359878,17892.15474,0.451789049
2008,0.148145368,0,0
2008,21875.0408,11009851.86,865.3120401
2008,17083.73577,6784894.068,1458.744793
2008,5.492518068,1362.267065,0.301078152
2008,32.34618678,10288.19985,0.507667113
2008,94.79670438,20128.23434,37.98918583
2008,16872.51001,7783459.387,161.0694664
2008,61696.17109,30855991.48,351.7964537
2008,93.3736837,51905.00275,0.965020383
2008,6060.808106,1825106.454,30.14983644
2008,21612.20822,9191729.528,1729.088383
2008,7972.33696,2139589.446,4893.671731
2008,51890.07405,31725635.81,2100.917371
2008,81.46682984,43047.66672,36.00425043
2008,44287.97422,16812357.38,4646.278887
2008,18296.51161,4909564.105,400.135493
2008,24008.62801,10718060.14,54.40020778
2008,200192.107,41526598,3135.07039
2008,2387.257111,1257682.237,40.64890625
2008,86955.39993,41020587.46,1354.842189
2008,17367.16599,10095350.11,135.3844982
2008,12505.12979,5275866.402,956.9240711
2008,745.6179695,264048.8462,204.7119027
2008,0.252044675,80.7451286,0.100798965
2008,37848.66471,16945653.73,48.97470115
2008,21481.36187,7925346.241,12.30469656
2008,134.8593614,55534.35089,0.369997729
2008,297.2128362,77352.59381,0.524255859
2008,3248.361754,1135663.041,2.258915444
2008,4821.675874,2943562.61,11.45713563
2008,21197.20768,4184502.937,14154.28338
2008,64.18114656,36319.22132,0.75223016
2008,77172.95991,35710380.54,4964.086664
2008,5223.395382,3899249.683,263.8302085
2008,9460.220061,6237439.474,422.5306129
2008,26.51698052,10700.86095,1.140424353
2008,43299.04955,19741416.31,3013.112793
2008,3890.747255,1565803.241,227.6929684
2008,2191.548927,850387.7681,103.4806539
2008,8911.602985,3386528.488,118.0101892
2008,1396251.29,1025817289,59071.53069
2008,85952.75573,42367157.41,2998.988759
2008,6923.786207,3277297.979,322.3686168
2008,374.2013381,88785.97169,83.66397902
2008,17.80291335,5067.720717,0.507285744
2008,65.05592308,16976.64934,3.131717301
2008,15153.61513,4582698.065,2532.069867
2008,2026.920948,1066059.055,35.57651547
2008,2.076033521,645.2130774,0
2008,40839.3151,17174209.5,710.7638788
2008,4548.577746,1009083.74,2093.151553
2008,19224.20869,8690372.077,143.4677854
2008,106.6869543,22422.94628,62.2400677
2008,83499.46632,48515593.4,567.3052752
2008,22.80816581,10780.802,0.735777021
2008,14022.03191,4192267.813,715.8788438
2008,80591.8662,41450689.36,304.8254257
2008,393.7967702,97540.21988,121.6840726
2008,36172.38479,18043977.24,21.06402349
2008,5.719577115,1129.712071,2.794952959
2008,56.11256767,28447.87606,2.91370115
2008,8.851673785,4856.480458,0.157889347
2008,6499.718686,2539867.55,49.70023814
2008,5.786412848,1762.150218,0.134352822
2008,15203.36586,4682215.509,105.9438541
2008,983.5287603,523476.9631,1.597507475
2008,29308.3117,8658317.268,134.094851
2008,3.641185762,0,0.642533668
2008,2.929328065,721.817461,0.219702117
2008,3409.465997,1016228.18,1070.277126
2008,135.1053107,40127.19801,10.71486542
2008,123502.2673,55656242.37,4019.967804
2008,6.652925154,96.3982389,0
2008,184377.2476,67907089.28,20532.15375
2008,3960.287253,1390617.945,1163.7556
2008,105.644876,36826.9215,0.374226963
2008,0.939207352,207.8637182,0.188010545
2008,119216.2782,62974118.78,2212.692079
2008,1429.190371,619139.6262,384.6064155
2008,56001.45858,7994607.84,50952.29089
2008,204759.7038,67367165.15,1034.947686
2008,6.56391105,3484.053592,0.29491894
2008,278.1229154,135332.1219,2.458856934
2008,188.6357347,89355.22393,0
2008,9724.433224,3943570.916,17.08827351
2008,367972.3269,247056039.4,4378.810625
2008,42.7912339,22284.39808,0.300304957
2008,33.50885191,6672.8687,2.97264172
2008,521.7802026,241921.9796,70.51656831
2008,27470.65874,11449548.87,46.94563064
2008,53814.34588,27868381.44,1338.819213
2008,1150.752282,475735.262,42.24991409
2008,33815.40052,8143210.686,1408.78144
2008,2991.812973,1635399.65,399.3038293
2008,61372.24404,32575046.03,1578.925024
2008,0.069237457,20.61790596,0
2008,1054.172523,329865.4689,520.279071
2008,39945.21458,21553712.61,795.1439991
2008,126614.3919,82784999.8,5526.755646
2008,38702.70455,21780515.27,661.1617355
2008,64.54485365,50505.99716,2.898775388
2008,71045.21117,52346233,1639.204988
2008,47941.06022,16850653.73,311.2358861
2008,1215.505162,602310.5466,12.87625176
2008,18782.93788,4709234.821,5881.49541
2008,33614.95662,11897738.72,1596.714265
2008,376342.8295,85978921.33,9849.491151
2008,2.546264557,765.0115584,0.652434095
2008,15.10035628,6774.620935,0
2008,17535.36404,8040139.42,185.6888617
2008,3047988.248,495061127.8,2077044.586
2008,1100.630595,560799.7505,0.538101113
2008,55.47708851,16039.36406,0.529387318
2008,285.2699202,86057.25157,1.877266839
2008,35.45650921,13201.31881,0.461471028
2008,8171.095974,6092923.177,113.4181463
2008,20924.70928,9365477.947,222.9672158
2008,3324.58699,1404331.094,91.6520913
2008,0.39037321,87.70928084,0
2008,250.2050474,51704.73314,0.767892655
2008,3260.221615,1382705.096,416.4376366
2008,9009.289343,2388065.752,56.67171352
2008,7510.653751,5501939.713,419.5421326
2008,13466.11381,6291484.584,224.6462254
2008,1856.87272,919917.606,45.28406288
2008,293724.0636,66865817.29,6676.609071
2008,4582.258952,3117902.568,38.52172469
2008,1.611253979,545.1584313,0
2008,834.1577424,185593.3671,462.5240071
2008,61.23841442,13987.13625,1.502265572
2008,3402.111485,917668.9716,1.599423561
2008,1177.750818,405365.8032,0.152214095
2008,80143.31798,43419770.88,561.4015513
2008,33.11413628,9195.18609,5.033996335
2008,74.74021833,21623.35366,10.18922506
2008,832.729144,464214.2384,96.59318478
2008,1269.898145,665491.8039,18.00869952
2008,718.2819675,177434.9154,284.4026594
2008,28891.37388,6913148.479,8309.155652
2008,2311.267564,1261444.973,65.63979815
2008,164250.7329,52214173.47,222.6024172
2008,36925.97898,15879165.22,7.377760094
2008,53015.86334,19209458.42,1623.120215
2008,23597.19782,9682461.956,543.1845571
2008,2213723.539,868890224.7,420611.3245
2008,43.5204279,11700.32846,5.809360208
2008,41.89964469,22283.51094,0.299955874
2008,120575.1616,49844692.34,4064.652604
2008,7.015289458,2646.142583,0.219193331
2008,40.01919435,16288.89579,0.512329165
2008,108285.7567,64208298.37,1063.283576
2008,194.0588848,112922.1192,6.522734569
2008,1.396773642,400.6111238,0
2008,16.26816692,846.3061852,0.871576874
2008,1143.161794,490850.477,259.597189
2008,20.18396634,5114.355412,5.739303699
2008,81375.56537,54753064.75,2646.432425
2008,66180.22112,22120455.74,170.4193182
2008,5435.130869,1988728.427,70.41009921
2009,0.375797838,57.63085272,0
2009,70.40549692,13224.81624,50.8546732
2009,165947.6504,52441020.88,350.4902711
2009,1.90246758,403.0766367,0
2009,675.746188,152737.7786,13.33486532
2009,1337.340292,592274.3787,267.8048302
2009,2.853299605,1182.131695,0.057033792
2009,309857.9992,71052351.93,35654.1485
2009,202.7335175,59046.38761,32.04737289
2009,61.53009482,22546.34489,0.734476423
2009,203711.0919,61153545.51,91428.96842
2009,15887.11456,7764854.6,110.0932604
2009,371.8340475,99736.74486,65.00364341
2009,882.7760185,323708.3708,0.153616697
2009,5176.362959,2658490.007,47.52627961
2009,4929.158829,1548713.853,1.527122676
2009,0.956144352,19.86100337,0
2009,4.531714429,4948.998576,0.150977628
2009,5624.91051,2790344.775,93.23923959
2009,6099.640914,2360822.282,360.4557639
2009,823.9719624,230541.7663,148.5116595
2009,1296.334775,560879.6491,178.556339
2009,35542.67515,11834476.7,1031.213179
2009,10264.12716,4634491.798,934.4320758
2009,0.457064113,169.3621994,0
2009,225270.2916,97871885.14,15887.64013
2009,1817901.233,929961410.1,122396.6551
2009,13.26493628,4172.066614,0.14982452
2009,2169.473926,1295898.883,202.1241991
2009,1175.459352,655126.1354,148.1990375
2009,41.32463148,8259.938237,1.004998669
2009,48252.90322,22543276.4,340.6808002
2009,1550371.987,502430105.1,772870.4546
2009,2274.492164,1145634.611,12.31516488
2009,88566.57692,33445333.72,9348.738479
2009,599603.2269,270695979.4,59936.24173
2009,108875.8152,51389459.49,146.2798645
2009,36072.01191,21349214.62,50.63628801
2009,635215.1916,376971957.5,3230.421261
2009,19073.00668,9856952.591,175.919331
2009,237890.8827,125652840.8,8520.154403
2009,112.2063287,54720.20555,0.752849427
2009,7.957187264,0,0.371769914
2009,22464.55477,11926699.42,784.8774743
2009,16259.9006,5700976.074,2129.547278
2009,4.664949847,1115.488216,0.225619697
2009,29.88331568,9554.314268,0
2009,56.43821077,14243.9689,13.76051643
2009,13514.29448,6415231.471,14.58784607
2009,28761.54305,14272555.39,170.1570567
2009,73.78040032,43034.97387,0.667859872
2009,6645.67895,2042238.421,86.59811028
2009,13966.84286,5837496.639,591.6403082
2009,10467.27357,2809777.313,6237.361917
2009,57646.3496,33942238.68,2785.930831
2009,59.56834375,18852.03255,10.97429644
2009,67544.77998,24033407.95,12963.00583
2009,18822.74067,5067457.844,211.802969
2009,29279.02031,13232485.55,38.30009164
2009,176320.2607,35097439.94,2159.866701
2009,1790.739824,962156.3115,40.85838793
2009,67053.59918,29197993.57,1382.878727
2009,18252.22194,11295165.02,107.2885191
2009,37709.69901,14753303.06,2758.883111
2009,448.3663809,146861.8066,125.2086811
2009,0.80613844,232.4932707,0.151168456
2009,38252.52539,18210660.94,52.97475837
2009,23388.00517,8960458.681,16.39720369
2009,118.3236839,49565.62574,3.767435474
2009,8.991778087,3650.337739,0.074948557
2009,7963.973504,2753223.781,3.770684703
2009,5684.844643,3510003.375,11.071486
2009,6564.26725,1658537.472,2078.269232
2009,93.76963414,54218.22038,1.35412943
2009,86944.43168,40637159.33,8091.884563
2009,2861.953997,2160985.036,237.713234
2009,8267.026506,5316937.229,487.6677455
2009,50.10995732,20848.92349,3.349548999
2009,51514.12911,25405057.14,2949.458738
2009,2902.639756,1205023.633,157.4351019
2009,2464.671315,1017320.84,54.64289699
2009,10072.46724,3879735.768,76.49206004
2009,1944963.172,1394856076,129811.0942
2009,47.11863735,14364.01896,8.348328904
2009,79202.84904,38987299.74,2884.857715
2009,7230.723851,3386230.501,149.7923781
2009,191.2876192,41946.64687,63.31608218
2009,15.79663199,4088.403901,0.62533005
2009,93.0957598,23492.10224,10.04139338
2009,14792.7007,4582564.267,1046.739881
2009,3538.281777,1824545.746,43.70645328
2009,1.265435702,435.3708755,0.253073421
2009,40894.99086,17406617.76,630.4087776
2009,6432.647498,1682862.703,1769.982906
2009,17696.12609,7356087.636,62.82355352
2009,201.2159922,47178.81589,109.7038461
2009,121021.3658,68195980.03,3171.20881
2009,33.76806495,14951.77046,1.324404514
2009,16415.8599,4979614.164,2331.206879
2009,145564.2093,75064041.86,296.954767
2009,340.4467987,97279.02385,42.19486486
2009,75135.89504,37708792.73,293.3247165
2009,5.523105195,1204.666884,2.990056242
2009,54.9228842,28936.10257,2.091685241
2009,4.687999058,2405.403647,0
2009,13974.77009,4589639.09,288.3775938
2009,4.287702217,1352.584614,0.268036642
2009,14407.62948,4509844.807,40.4551427
2009,216.4001089,117472.9674,0.598920511
2009,34916.22387,10747850.29,101.2360983
2009,2.284762831,28.90050832,0.142754949
2009,0.659094748,250.0913374,0
2009,1197.397587,356177.4988,405.6046317
2009,187.7122692,57153.45451,10.75010201
2009,136536.7714,64954886.79,5138.65995
2009,5.125170641,220.2811187,0
2009,281232.4493,102621403.9,40942.54009
2009,4300.738317,1720987.506,717.5996417
2009,157.6952096,50858.05688,0
2009,1.564504503,403.8812997,0.12533668
2009,216305.7758,115503093.3,4183.770542
2009,565.1699342,255806.3779,62.77661527
2009,81792.55041,10265329.59,79828.65857
2009,217493.3896,72724652.17,1242.636113
2009,4.867550672,2610.538713,0.442593789
2009,199.2454057,100621.0739,2.905955688
2009,241.8571806,110309.0716,0
2009,4030.387954,1537137.836,20.37040005
2009,622780.3721,446784456.4,11784.14391
2009,5.704664285,2903.434437,0
2009,85.37597753,17799.34333,1.450990929
2009,975.7904923,432758.9642,79.90935309
2009,25289.81782,10651383.18,42.15934328
2009,83097.23566,44598264.63,1356.654632
2009,1559.085973,641891.561,90.58960805
2009,23316.51938,5745138.358,879.2129819
2009,5524.069591,2777638.73,1330.763373
2009,59613.13351,33257850.79,1090.56443
2009,920.7646923,237686.0832,598.3272202
2009,36946.83689,20009711.75,993.9738428
2009,177914.326,112213124.4,7216.999167
2009,60889.62031,34042509.31,675.5133631
2009,30.21298275,23663.2594,1.373314472
2009,49210.43941,35825507.51,1499.817493
2009,46925.78427,16572364.9,202.3683179
2009,952.6811919,480862.1324,7.460655737
2009,13113.70031,3271455.057,4577.852115
2009,39859.83057,13703387.24,5597.364282
2009,353183.6793,79939029.19,9109.140013
2009,1.244830224,225.9451519,0.45672621
2009,187.1870171,95444.02825,0
2009,16176.93283,7407762.262,187.6904725
2009,2111640.886,410792206.4,1145561.18
2009,1381.965457,729927.2361,0.230649456
2009,0,7.566920243,0
2009,81.32070754,23094.273,0.75436814
2009,160.8732679,55570.65321,1.126145396
2009,177.0473151,72812.31289,1.922766174
2009,6034.538307,4359969.632,63.50748096
2009,30546.33283,13656980.82,66.96273068
2009,4283.706821,1867166.004,159.4976823
2009,0.11155957,23.28580301,0
2009,307.1147457,68228.09239,4.614726719
2009,2506.968521,1151110.124,42.82233602
2009,8057.779471,2271673.089,77.76544161
2009,7362.475244,5339649.281,878.2361715
2009,11236.96289,5231428.699,37.8189338
2009,1951.304237,1022083.798,7.036054164
2009,208257.9325,49526697.49,2046.655663
2009,10654.20484,7638649.418,792.423702
2009,2.929710438,944.1669814,0.146501602
2009,0.151819992,21.49719648,0
2009,130.9067774,39156.3126,28.24598857
2009,105.5949212,24032.63248,32.04852753
2009,1065.523055,300455.9987,0.454361818
2009,5579.997542,1873083.774,3.430919675
2009,132690.267,72368501.57,827.9325531
2009,34.04102614,9928.049753,5.975044723
2009,12.98584265,3322.130268,1.586862602
2009,2633.964071,1465487.76,113.6523651
2009,1377.155902,731136.6721,33.32662628
2009,981.7533323,292025.3252,248.3777168
2009,28108.25361,7520613.227,4690.819465
2009,8161.887539,4653829.91,542.0158347
2009,143354.4568,46216380.42,365.0844326
2009,23293.00075,9953164.5,7.301214725
2009,48322.46427,17463681.03,3968.151829
2009,0.073094672,0,0
2009,19279.78332,8514020.365,679.0600979
2009,1608980.963,627836663.3,226334.7948
2009,96.40260709,25395.75383,10.00872978
2009,29.89848461,16419.30415,0.449572878
2009,142405.7706,59415819.82,4925.497261
2009,5.188663247,2291.264761,0.146149941
